Autor,Citas,Fecha,Link,Titulo
JM Ortiz de Orruño,14,1998,http://www.eusko-ikaskuntza.eus/PDFAnlt/vasconia/vas26/26023040.pdf,La militarización de la sociedad vasca en tiempos de paz: los naturales armados (1823-1833)
"AGN Burnyeat,",12,2015,https://repositorio.unal.edu.co/bitstream/handle/unal/56136/alicegwennoraburnyeat.2015.pdf?sequence=1,Chocolate y política: una con-textualización etnográfica de la Comunidad de Paz de San José de Apartadó
R Moreta,11,2021,https://www.aesed.com/upload/files/v46n2_5_moreta.pdf,"Actitudes hacia el consumo, búsqueda de sensaciones y consumo de alcohol. Modelo de mediación parcial en adolescentes ecuatorianos"
"GD Valencia Agudelo,",15,2013,https://bibliotecadigital.udea.edu.co/dspace/bitstream/10495/4044/1/ValenciaGerman_2013_PazGuerraColombia.pdf,"Alternancias de la paz y la guerra en Colombia, 1978-2013"
",ML Valle,A Sotoca,S Nieto,C Hué,L ,Paz,",51,2012,,Alianza para la Prevención del Cáncer de Colon en España: un compromiso cívico con la sociedad
GD Valencia,8,2020,http://www.scielo.org.co/scielo.php?pid=S1900-38032020000200238&script=sci_arttext,Participación de la sociedad civil en el proceso de paz con las Fuerzas Armadas Revolucionarias de Colombia-FARC-ep-(2012-2016)
"GDV Agudelo,",9,2019,https://bibliotecadigital.udea.edu.co/dspace/bitstream/10495/30488/1/ValenciaGerman_2019_OrganizandonosNegociarPaz.pdf,"Organizarse para negociar la paz: Gobernanza de la paz negociada en Colombia, 1981-2016"
P Aréchaga ,25,2005,,"La trama de papel: Sobre el proceso de mediación, los conflictos y la mediación penal"
PA Delgado,18,2016,http://www.scielo.org.bo/scielo.php?pid=S2311-25812016000100004&script=sci_arttext,Evaluación de la calidad de la leche cruda bovina (Bos taurus) en la Comunidad Mazo Cruz del Departamento de La Paz-Bolivia
"J De Prada,J López,",87,2008,http://convivejoven.semsys.itesi.edu.mx/cargas/Articulos/LA%20MEDIACI%C3%93N%20COMO%20ESTRATEGIA%20DE%20RESOLUCI%C3%93N%20DE%20CONFLICTOS%20EN%20EL%20%C3%81MBITO%20ESCOLAR.pdf,La mediación como estrategia de resolución de conflictos en el ámbito escolar
"R Musiera,A Esteban,",76,2016,http://www.scielo.org.co/scielo.php?pid=S1657-80312016000200009&script=sci_arttext,El proceso de construcción de paz colombiano más allá de la negociación: una propuesta desde la Paz Transformadora y Participativa
ER Bonilla,32,2018,http://revistas.ucpejv.edu.cu/index.php/rVar/article/download/457/688,La cultura de paz y su importancia en el proceso de formación ciudadana en el contexto educativo colombiano
"FJ Bautista,",33,2017,https://www.revistadeculturadepaz.com/index.php/culturapaz/article/download/2/2,Paz ecológica y Paz gaia: Nuevas formas de construcción de paz
RJ Dos Santos,28,2005,http://www.scielo.org.ar/scielo.php?pid=S1851-17322005000400001&script=sci_arttext&tlng=es,"Antropología, comunicación y turismo: La mediación cultural en la construcción del espacio turístico de una comunidad de pescadores en Laguna, SC, Brasil"
"HM Mazo Álvarez,",62,2013,http://www.scielo.org.co/scielo.php?pid=S1692-25302013000100007&script=sci_arttext,La mediación como herramienta de la justicia restaurativa
"B Jiménez,",34,2016,http://www.scielo.org.co/scielo.php?pid=S2011-03242016000200006&script=sci_arttext,Guerra y posconflicto en Guatemala: búsqueda de justicia antes y después de los acuerdos de paz
O Fernández,85,2006,http://ve.scielo.org/scielo.php?script=sci_arttext&pid=S1316-49102006000200006,Una aproximación a la cultura de paz en la escuela
"F Gutiérrez,D Prieto,",341,1999,https://www.academia.edu/download/105794359/21194.pdf,La mediación pedagógica
MG Tomé,23,2008,http://convivejoven.semsys.itesi.edu.mx/cargas/Articulos/LA%20MEDIACI%C3%93N%20FAMILIAR%20EN%20LOS%20CONFLICTOS%20DE%20PAREJA.pdf,La mediación familiar en los conflictos de pareja
"I Villanueva,CM Ortiz",48,2013,https://www.academia.edu/download/66982986/26151a1107cb80cd4e0ef15d3b4a8ecb592f.pdf,Desarrollo de la cultura de la paz y la convivencia en el ámbito municipal: La mediación comunitaria
S Hardy,13,2009,https://journals.openedition.org/bifea/2300,Granizada e inundación del 19 de febrero de 2002. Un modelo de crisis para la aglomeración de La Paz
"TD Marín,",19,2017,https://www.redalyc.org/pdf/788/78852903006.pdf,La mediación empresarial y el conflict management: claves de la evolución del modelo estadounidense
"SVA Salgado,HFO Serna",19,2001,https://dialnet.unirioja.es/descarga/articulo/2561942.pdf,"Concepciones de un grupo de niños y niñas de Colombia acerca de la vida, la muerte, la paz y la violencia"
"C Ramos,AM Nieto,E Chaux,",177,2007,https://www.compartirpalabramaestra.org/documentos/otros/esp_03_ramos_nieto_chaux.pdf,Aulas en paz
",AB ,Paz ,Higuera",41,2010,https://redined.educacion.gob.es/xmlui/bitstream/handle/11162/80859/00820103011464.pdf?sequence=1,"Investigar sobre el derecho, el deseo y la obligación de aprender en la sociedad del conocimiento"
CH Ramos,59,2014,https://revistabarataria.es/web/index.php/rb/article/download/56/55,Modelos aplicables en mediación intercultural
G Toro Bedoya,11,2015,http://www.scielo.org.co/scielo.php?pid=S0121-51672015000100007&script=sci_arttext,Aproximación a un modelo de comunicación para el desarrollo y la paz en contextos vulnerables
"JH Narváez,ET Bilbao",6,2022,https://www.redalyc.org/journal/3439/343969897006/343969897006.pdf,"Las rutas de mediación virtual, experiencia e-learning del modelo de aula invertida en tiempos de pandemia"
AK Bayer,14,2010,http://www.arcoiris.com.co/wp-content/uploads/2012/02/comunidad_internacional_paz.pdf,"El papel de la comunidad internacional en la construcción de la paz de Colombia: Europa, los vecinos de Colombia y las organizaciones internacionales"
E García,29,2022,,Mediación: perspectivas desde la psicología jurídica
HJ Schneider ,7,1990,https://minerva.usc.es/xmlui/bitstream/handle/10347/4197/1/pg_201-226_penales15.pdf,"Recompensación en lugar de sanción. Restablecimiento de la paz entre el autor, la víctima y la sociedad"
MC López,35,2019,https://burjcdigital.urjc.es/bitstream/handle/10115/27297/Nuevas%20estrategias%20de%20mediacio%CC%81n%20parental%20en%20el%20uso%20de%20las%20redes%20sociales%20por%20adolescentes.pdf?sequence=1&isAllowed=y,Nuevas estrategias de mediación parental en el uso de las redes sociales por adolescentes
J Martín,276,2009,https://redined.educacion.gob.es/xmlui/bitstream/handle/11162/79623/00820103009765.pdf?sequence=1,Cuando la tecnología deja de ser una ayuda didáctica para convertirse en mediación cultural
"A Acevedo Suárez,ZM Rojas Castillo",82,2016,http://www.scielo.org.co/scielo.php?pid=S0120-38862016000100003&script=sci_arttext,"Generalidades del conflicto, los procesos de paz y el posconflicto"
MC Jiménez Quiroz ,16,1991,https://repositoriodigital.ipn.mx/jspui/bitstream/123456789/15349/1/jimenez1.pdf,"Contribución al conocimiento de los productores primaros de la Ensenada de La Paz, análisis de la comunidad de manglar."
"A Aierbe,C Medrano,S Orejudo,",22,2008,https://www.redalyc.org/pdf/2430/243016308006.pdf,"Hábitos televisivos, valores y mediación parental en adolescentes"
"OY Aparicio Gómez,OL Ostos Ortiz,M Cortés Gallego",50,2019,http://www.scielo.org.co/scielo.php?pid=S1794-38412019000200017&script=sci_arttext,"Redes sociales, tejidos de paz"
"GD Valencia Agudelo,",2,2023,https://bibliotecadigital.udea.edu.co/dspace/bitstream/10495/32828/1/ValenciaGerm%C3%A1n_2023_PazTotal.pdf,La paz total que involucre necesariamente a toda la sociedad civil
"M Obeso Nieblas,",37,1986,https://www.repositoriodigital.ipn.mx/jspui/bitstream/123456789/15394/1/obeso1.pdf,"Propagación de la constituyente m2 de la marea en La Bahía de La Paz, BCS, México; mediante un modelo bidimensional hidrodinámico numérico."
"Y Delgado Fernández,A Pedroso ,Paz,",33,1991,,Aspectos de la sexualidad en un grupo de adolescentes atendidos por el médico de la familia
"KG Macas,GN Martí,YR Romero",22,2017,https://revistas.utb.edu.ec/index.php/magazine/article/download/299/210,Mediación y cultura de paz en Ecuador
J Martínez,3,2022,https://redined.educacion.gob.es/xmlui/bitstream/handle/11162/257927/adaptacio%C2%BFn.pdf?sequence=1,Adaptación del modelo de comprensión lectora directo y de la mediación inferencial para hispanohablantes: una revisión sistemática
V Fisas,112,2010,https://escolapau.uab.cat/img/qcp/procesos_paz_colombia.pdf,El proceso de paz en Colombia
M Borja,27,2017,http://www.scielo.org.co/scielo.php?pid=S0121-47052017000200061&script=sci_arttext,Perspectivas territoriales del acuerdo de paz
CF Vaquero,10,2005,,La imposible paz estable en la sociedad griega: ensayos de koinè eiréne durante la guerra de Corinto
"A Rettberg,MG Vargas,AM Valderrama,JS Pinzón ",15,2017,,1900 iniciativas de paz en Colombia: caracterización y análisis de las iniciativas de paz de la sociedad civil en Colombia 1985-2016
"M Canedo,",13,2011,https://ojs.uel.br/revistas/uel/index.php/antiteses/article/download/10705/9717,Construyendo el territorio tras Caseros: los jueces de paz y la administración pública en la formación del Estado de Buenos Aires
M de Armas Hernández,224,2003,https://www.raco.cat/index.php/Educar/article/download/20783/20623,La mediación en la resolución de conflictos
"M Cruz,C Ponte,RM Nieto,",3,2021,https://nuevaepoca.revistalatinacs.org/index.php/revista/article/view/1499,Mediación parental y habilidades digitales de los adolescentes de la Comunidad de Madrid: competencias y desempeño
CS Pérez,9,2016,https://www.academia.edu/download/55037106/2016-Ulloa-A-Coronado-S-Eextractivismos_posconflicto.pdf#page=196,Minería y territorio en el sur de Córdoba: viejos y nuevos retos para la construcción de paz territorial
R Grasa,11,1990,https://digitum.um.es/digitum/bitstream/10201/30110/1/%E2%80%A2Educaci%C3%B3n%20para%20la%20Paz.%20divulgaci%C3%B3n%20de%20los%20resultados%20de%20la%20investigaci%C3%B3n%20para%20la%20paz.pdf,Educación para la Paz:¿ Divulgación de los resultados de la Investigación para la Paz?
"O Jaramillo,",12,2016,https://revista.profesionaldelainformacion.com/index.php/EPI/article/download/52898/32007,Bibliotecas públicas en Colombia: territorio de paz (Public Libraries in Colombia: Land of Peace)
GJ Facio,6,1984,https://www.revistas.una.ac.cr/index.php/ri/article/download/7170/7382,La paz de Centroamérica y la acción del Grupo de Contadora
"JB Domínguez,",34,2014,https://www.redalyc.org/pdf/461/46132726007.pdf,Educación intercultural y diálogo de saberes para la paz
E Cerdas,140,2015,https://www.scielo.sa.cr/scielo.php?pid=S1409-42582015000200009&script=sci_arttext,Desafíos de la educación para la paz hacia la construcción de una cultura de paz
"BH Miguel,",43,2016,,Laboratorios de paz en territorios de violencia (s):¿ Abriendo caminos para la paz positiva en Colombia?
"RA Caicedo,DH Cano",11,2016,https://revistas.unimonserrate.edu.co/hojasyhablas/article/download/85/77,Estado del arte sobre paz: discusiones conceptuales y producción cientí# ca colombiana (2000-2015) asociada a la paz-territorio y paz-desarrollo: una apuesta …
MF González,115,2017,https://biblat.unam.mx/hevila/Nuevasociedad/2017/no269/13.pdf,La «posverdad» en el plebiscito por la paz en Colombia
"M Sánchez Cardona,",49,2015,https://repository.usta.edu.co/bitstream/handle/11634/11545/Obracompleta.2015Sanchezmariela.pdf?sequence=3,Educación para la cultura de la paz. Una aproximación psicopedagógica
",G Valdivieso",7,2022,"https://journals.sagepub.com/doi/pdf/10.1080/02109395.2022.2132749,/scholar?output=instlink&q=info:8VoDohb4nZYJ:scholar.google.com/&hl=es&as_sdt=0,5&as_vis=1&scillfp=10068709584444097092&oi=lle",… model and use of routine outcome monitoring (Investigación basada en la práctica con psicólogos en formación: presentación de un modelo de supervisión y uso de …
"S Gruner,",9,2018,https://genderandsecurity.org/sites/default/files/Gruner_-_Territorio_y_el_ser_decolonial.pdf,"Territorio y el ser decolonial: Pervivencia de las mujeres y los pueblos en tiempos de conflicto, paz y desarrollo"
"JM de la Cuesta Sáenz,EV Domingo ",0,2021,,Eficacia tridimensional de los procesos de mediación familiar. Modelo lauburu
"A Serbin,",11,2005,,"La construcción de la paz, la prevención de conflictos y el rol de la sociedad civil en América Latina y el Caribe"
"LA Restrepo,S Ramírez",20,2016,https://static.nuso.org/media/articles/downloads/8._TC_Restrepo_266.pdf,Colombia: sorpresas y sobresaltos de la paz
"AI Arévalo Salinas,",71,2014,https://repositori.uji.es/xmlui/bitstream/handle/10234/125214/63877_.pdf,Periodismo y comunicación para la paz. Indicadores y marco regulatorio
"O Cisneros,",5,2014,https://fil.bg.ac.rs/uploads/files/Strane/Katedre/Iberijske%20studije/Estudios%20hisp%C3%A1nicos%20en%20el%20siglo%20XXI%20(2013).pdf#page=213,Traducción y poéticas radicales: el caso de Octavio Paz y el grupo Noigandres
EL Moreno,2,2022,https://revistas.libertadores.edu.co/index.php/TesisPsicologica/article/download/1200/1145,El autoconcepto en mujeres usuarias de Instagram: un modelo de mediación de la autocompasión
"FH de Vera,",259,2016,https://dialnet.unirioja.es/descarga/articulo/5832796.pdf,"La construcción del concepto de paz: paz negativa, paz positiva y paz imperfecta"
"SB Vilar,",17,2009,https://www.redalyc.org/pdf/2932/293222968005.pdf,"… penal consensuada y justicia penal restaurativa,¿ alternativa o complemento del proceso penal? La mediación penal, instrumento esencial del nuevo modelo"
FJA Pérez,9,2009,https://scielo.isciii.es/pdf/nh/v24n4/carta_cientifica1.pdf,"Estado nutricional de un grupo de estudiantes universitarios de La Paz, Bolivia"
"CG Esquivel Marín,ME García Barrera,",51,2018,http://www.scielo.org.co/scielo.php?pid=S0124-74412018000100256&script=sci_arttext,La educación para la paz y los derechos humanos en la creación de valores para la solución de conflictos escolares
"SCB Bautista,",104,2017,https://revistas.udistrital.edu.co/index.php/cpaz/article/download/11639/12989,Contribuciones a la fundamentación conceptual de paz territorial
"MC Lopes,JL de La Pava,",10,2008,https://revistas.pedagogica.edu.co/index.php/RCE/article/download/5284/4318,Exclusión e inclusión: lectura de narrativas de un grupo de jóvenes constructores/as de paz
"SP Albert,",54,2005,https://www.academia.edu/download/36704976/TESIS_DOCTORAL_EJEMPLO.pdf,La transformación de los conflictos desde la filosofía para la paz
"Y Lira,HA Vela Álvarez,HA Vela Lira",70,2014,https://www.scielo.org.mx/scielo.php?pid=S1665-26732014000100010&script=sci_arttext,La educación para la paz como competencia docente: aportes al sistema educativo
F Gorjón,12,2020,https://camjol.info/index.php/rcijupo/article/download/11170/13025,Análisis de la creatividad de la Mediación
"RA Roca,CAF Guerrero,VM De ,Paz,MPA García",34,2015,https://dialnet.unirioja.es/servlet/articulo?codigo=5158263,Grado de control del tratamiento anticoagulante oral en los centros de Atención Primaria de la Comunidad de Madrid: estudio CHRONOS-TAO
VCL Raquel,16,2003,https://www.ssoar.info/ssoar/bitstream/handle/document/59417/ssoar-rmcpys-2003-188-9-valladares_de_la_cruz_laura_ra-Democracia_y_derechos_indios_en.pdf?sequence=1&lnkname=ssoar-rmcpys-2003-188-9-valladares_de_la_cruz_laura_ra-Democracia_y_derechos_indios_en.pdf,Democracia y derechos indios en México: la ciudadanía multicultural como modelo de paz
IR Stroie,7,2015,https://dialnet.unirioja.es/descarga/articulo/5253213.pdf,¿ Es viable un modelo de mediación de consumo autónomo desde el punto de vista de las materias que puedan ser objeto de mediación
"O Cutrín,JA Gómez",1,2015,https://scielo.isciii.es/pdf/ejpalc/v7n2/original2.pdf,Mediación del grupo de amigos en la relación entre familia y comportamiento antisocial juvenil
"S Francis Salazar,",7,2012,https://www.kerwa.ucr.ac.cr/bitstream/handle/10669/75194/El%20Conocimiento%20pedago%CC%81gico%20del%20contenido%20como%20modelo%20de%20mediacio%CC%81n%20docente.pdf?sequence=1,El conocimiento pedagógico del contenido como modelo de mediación docente
