Autor,Descargas,Fecha,Link,Resumen,Titulo
"Salazar Prada, Ramón,Marín Arenas, León Darío",2365,"2017, ",http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S2007-21712017000100009&lang=es,"Resumen: El proceso de paz adelantado entre el gobierno colombiano y el grupo guerrillero Farc-Ep exigía una nueva comprensión del conflicto interno que vive Colombia desde la segunda mitad del siglo XX. Dentro de las apuestas formativas que se propusieron en torno a esta coyuntura política, vale destacar los procesos de educación no formal que surgen al interior de las comunidades y que recogen los intereses temáticos y pedagógicos de sus participantes. El Diplomado en Posconflicto promovido por la Alcaldía de Medellín en 2016, constituye un hito de formación para la paz, pues se gestionó como parte del programa Planeación Local y Presupuesto Participativo, herramienta democrática que permite a las comunidades intervenir en el establecimiento de prioridades en el uso de recursos públicos. Este escenario formativo se construyó a partir de los lineamientos del Sistema de Formación Ciudadana para la Participación, que se apoya en las pedagogías críticas y sociales, y en el enfoque de desarrollo de capacidades y habilidades de los sujetos en formación.","Educación para la paz. La apuesta pedagógica del Diplomado en Posconflicto, Medellín, 2016"
"Galeano Gasca, Ells Natalia",678,"2017, ",http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0185-06362017000200084&lang=es,"Resumen: El artículo analiza la manera de construir la confianza por parte de jóvenes artistas pertenecientes a un grupo de acróbatas de la ciudad de Medellín, Colombia. A pesar de experimentar precariedad económica y vivir en territorios controlados violentamente por grupos armados ilegales, los jóvenes se decantan por construir tejido social a través del arte. Ello se entiende como una gestión de la seguridad a través de la confianza personal y colectiva. Para el análisis retomo el concepto del don de Mauss, analizando los intercambios de bienes o servicios entre los miembros del grupo artístico, donde se refuerzan lazos y gestiona la confianza en el desarrollo de proyectos colectivos que refuerzan las identidades personales y colectivas.","El don y la construcción de confianza por parte de jóvenes artistas en contextos de violencia física y estructural en Medellín, Colombia"
"Almendrales-Gil, Flor Angélica",316,"2017, ",http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S2145-03662017000200056&lang=es,"Resumen El presente artículo es parte de la investigación que viene siendo desarrollada por la Universidad Pedagógica Nacional, la Universidad de Manizales y el Cinde titulada ""Las condiciones y modos de construcción de subjetividades políticas para la paz en jóvenes de organizaciones interétnicas y feministas desde una perspectiva intergeneracional"". En este artículo se presentan elementos de la sistematización de la experiencia del grupo de jóvenes Colectivo Sin Fronteras. Se busca comprender la forma como este grupo surge y se mantiene, logrando superar problemáticas como la violencia estudiantil y los embarazos no deseados, a través de procesos artísticos ayudados por el cuerpo, los cuales les han posibilitado la configuración de subjetividades políticas de paz. En el artículo se desarrollan los referentes teóricos sobre subjetividades políticas, cuerpo y paz necesarios para la interpretación de las acciones realizadas por el colectivo de jóvenes.",Subjetividades políticas juveniles de paz a través del cuerpo: la experiencia del Colectivo Sin Fronteras
"Marín, Keren X.,Espinosa-Menéndez, Nicolás",810,"2017, ",http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S1657-80312017000200441&lang=es,"Resumen En la Sierra de la Macarena se ubican tres de las 26 Zonas Veredales Transitorias de Normalización (ZVTN), dispuestas en los acuerdos de la Habana como lugares para concretar el cese bilateral y definitivo de hostilidades. Las Zonas han supuesto el espacio para el desarme y reincorporación a la vida civil de los combatientes de las FARC- EP. Una de tales Zonas se encuentra en inmediaciones de los llanos del Yarí en el poblado de Playa Rica. La historia de este territorio da cuenta de los conflictos propios de la colonización del piedemonte amazónico y de los impactos de la guerra civil. La adecuación de la Zona Veredal ha significado para las comunidades de la región la posibilidad de hallar cierta presencia del estado central que, sin su tradicional carácter contrainsurgente, ha sido objeto de crecientes movilizaciones sociales. Sin embargo, la incapacidad institucional para reconocer la historia organizativa y social de El Yarí, el pesado aparato burocrático que ralentiza la implementación de los acuerdos, así como los vacíos de poder que la disidencia de la guerrilla pretende copar, han implicado que en la Zona Veredal confluya un escenario social de normalización sin transición.",Normalización sin transición: la dimensión territorial del proceso de paz en la Zona Veredal de Transición y Normalización (ZVTN) de La Macarena
"Robaina Valdés, Adrian,Alea Díaz, Milagros del Pilar",0,"2017, ",http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1815-76962017000300011&lang=es,"El desarrollo actual de la sociedad está acompañado del desarrollo de la ciencia y la técnica, que ha impuesto retos a los sistemas educativos en la formación de las nuevas generaciones. La política educacional cubana ha definido el encargo social para cada subsistema de educación. En el caso particular de la Educación Técnica Profesional corresponde a los profesores de Informática en el cumplimiento tal encargo: desempeñar un papel importante en el uso educativo de las Tecnologías de la Información y las Comunicaciones, requiriendo para ello de una adecuada preparación profesional. Es objetivo del presente artículo fundamentar, desde el punto de vista teórico y metodológico, el proceso de preparación profesional de los profesores de Informática de las escuelas politécnicas en el empleo de las Tecnologías de la Información y las Comunicaciones. En los fundamentos se ofrecen los antecedentes históricos y tendencias de la preparación profesional en el empleo de las Tecnologías de la Información y las Comunicaciones, su uso educativo en el proceso pedagógico y los sustentos teóricos de este proceso, empleándose los métodos de revisión bibliográfica y sistematización. Se concluye que la preparación de estos profesores ha transitado por varias etapas, marcadas por la necesidad de la formación de profesores para dar respuesta a la introducción de la asignatura Informática en el currículo escolar, utilizando diferentes variantes: la superación posgraduada y la posterior diversificación de las vías de superación. En su uso educativo, además de su estudio como asignatura, debe concebirse como un elemento mediador en el proceso pedagógico. También se determinaron los rasgos que distinguen al proceso preparación profesional.",Las Tecnologías de la Información y las Comunicaciones: preparación profesional del profesor de Informática
"Salas-Cabrera, Jorge",889,"2017, ",http://www.scielo.sa.cr/scielo.php?script=sci_arttext&pid=S1409-42582017000200001&lang=es,"ResumenEsta investigación tuvo como propósito analizar la aplicación de una mediación biopedagógica basada en el constructivismo, el aprendizaje y la comprensión de hábitos de vida saludables (alimentación, actividad física, relaciones sociales, estado psico-afectivo e información sobre la enfermedad cardiaca) de pacientes de rehabilitación cardiaca. Se utilizó el enfoque cualitativo de naturaleza ideográfica, que analiza comportamientos, hábitos y costumbres de las personas de forma individual; apreciándolos en toda su riqueza; para comprender razones y decisiones. En el estudio participaron cinco pacientes (4 hombres y 1 mujer), quienes tuvieron un evento cardiovascular, en edades entre 40 y 65 años, la mediación biopedagógica por paciente tuvo una duración de 6 semanas con 18 sesiones, para efectos de la recolección de datos la totalidad de participantes sabía leer y escribir. Se identificaron cinco categorías de análisis: emocional-afectiva, nutricional, social, comportamiento-cognitivo y actividad física. Para la obtención de las expresiones pertinentes, para el análisis respectivo se utilizaron tres instrumentos: relatos de vida, el instrumento de frases incompletas y, finalmente, el instrumento de libre asociación. Como conclusión de este estudio se logró mejorar la comprensión de este grupo de pacientes acerca de la importancia de modificar hábitos de vida, específicamente en las cinco categorías de análisis, lo cual se evidenció en el seguimiento que se les realizó dos años después de haber recibido la mediación biopedagógica.","Mediación biopedagógica de salud y vida, casos de enfermedad cardiovascular"
"Rodrigues, Fabiane Aparecida Ferreira Caetano,Paula, Kely Maria Pereira de,Silveira, Kelly Ambrósio,Silveira, Kelly Ambrósio",3107,"2017, ",http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-85572017000200253&lang=es,"Resumen La mediación del aprendizaje es un proceso importante para la alfabetización. Así, este estudio analizó relaciones entre concepciones sobre mediación, variables personales e indicadores de estrés en 36 profesores de la región metropolitana de Vitória, ES. A partir de un protocolo y de un conjunto de escalas, hubo tratamiento cuantitativo y cualitativo de los datos. Los participantes presentaron conocimientos básicos sobre mediación, pero desconocían la teoría de la Experiencia del Aprendizaje Mediada - EAM. Cerca del 40% presentó alto nivel de estrés. Los principales estresores se relacionaron y al involucramiento de los alumnos y a las relaciones con la comunidad o institución. Hubo correlación negativa entre estrés y satisfacción en el trabajo y positiva entre satisfacción y evocaciones enlazadas a las acciones del profesor como responsables por mediación de calidad. Se sugiere acceso a teorías sobre mediación del aprendizaje e investimento en políticas públicas visando a la satisfacción en el trabajo, una posible variable mediadora entre concepciones y estrés percibido.",Concepções sobre mediação da aprendizagem e relações com indicadores de estresse ocupacional
"Ortega-Villaseñor, Humberto",0,"2017, ",http://www.scielo.org.pe/scielo.php?script=sci_arttext&pid=S0252-18652017000200006&lang=es,"Esta investigación surge de la preocupación por integrar los derechos indígenas en México para permitir la coexistencia pacífica de las instituciones del derecho positivo mexicano y los sistemas jurídicos de los 62 pueblos indígenas que viven en el país. Se basa en el reconocimiento de México como sociedad multiétnica y multicultural y en la importancia de los derechos humanos establecidos en favor de sus pueblos originarios gracias a las reformas de los artículos 1° y 2° de la Constitución de los años 2001 y 2011, respectivamente. Propone una legislación reglamentaria indispensable para preservar el patrimonio cultural y el diálogo intercultural en el país","Espejo y réplica, propuesta sociojurídica para recobrar el rostro de México"
"Paz, Marcos",3689,"2017, ",http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S2468-99632017000100006&lang=es,,Tesis sobre la pena de muerte: Sostenida en la Universidad de Buenos Aires para recibir el grado de Doctor en Leyes por Marcos Paz el día 3 de julio de 1834
"Buchrucker, Cristian",107,"2017, ",http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S1851-37352017000100004&lang=es,"La teoría de la paz democrática no presenta un mecanismo claro para entender cómo es que los países democráticos producen políticas negociadoras cuando tienen desacuerdos con otras democracias. Esta extraña carencia es universalmente deplorada, y plantea una cuestión fundamental: ¿en qué sentido son democráticos los procesos a través de los cuales un Estado contemporáneo decide realizar guerras y políticas coactivas? Parece que en ningún sentido riguroso. Desde la mitad del siglo XX en adelante la capacidad de la opinión pública y de los parlamentos para ejercer influencia preponderante en este tema viene cayendo de manera alarmante. Una creciente delegación y usurpación de atribuciones ha ido concentrando el poder de decidir al respecto en un muy estrecho círculo encabezado por presidentes y primeros ministros que son asesorado por unos pocos burócratas y tecnócratas, militares y civiles. Sólo un miembro de ese círculo surge del sufragio. Si el factor democracia tuviese tanto peso como la teoría le asigna, debería existir evidencia de que la política exterior de los Estados en cuestión se encuentra bajo el eficaz control de las no elites, es decir de la enorme mayoría de los ciudadanos. Ningún estudioso serio de la política internacional se atrevería a decir que esa evidencia existe. Utilizando una definición muy minimalista de democracia podría postularse una generalización histórica de paz democrática diádica, pero el aporte que ha realizado al debate sobre las causas de la guerra y la paz ha sido muy modesto: ese tipo de sistema político, unido a otras afinidades culturales, puede servir como un condicionamiento que facilita la comprensión y de ese modo la negociación entre dos bandos. Aunque las diferencias institucionales no parecen haber sido, por sí mismas, un factor belicista en la historia contemporánea.","El debate sobre la “paz democrática” Ambigüedades, ilusiones y realidades"
"Almonacid González, William",3001,"2017, ",http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S2011-804X2017000100006&lang=es,"El siguiente artículo es un compendio de reflexiones en torno a los acuerdos de paz alcanzados entre el Gobierno colombiano y las Farc, y el papel que cumplen las ciudadanías al construir ambientes que se traduzcan en una paz elaborada desde las bases de la sociedad y que trasciendan los acuerdos ya mencionados. En dichas reflexiones se demuestra que una gran mayoría de la población ha insertado en sus habitus los modos violentos de relación con el mundo, lo que significa dirigir esfuerzos para poder superar los paradigmas de la violencia y la destrucción. En este escenario de superación de dichos paradigmas, el arte y la educación artística cobran un papel fundamental ya que brindan mayores posibilidades para la reconfiguración de las subjetividades particulares y colectivas que permitirán a la sociedad colombiana construir verdaderos ambientes de paz, en los que los ciudadanos dejarán de ser actores activos de la violencia para convertirse en generadores de paz.",Colombia: el paradigma existencial de la violencia
"Acosta Sierra, Paola Helena",677,"2017, ",http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S2011-804X2017000100007&lang=es,"Esta investigación busca establecer un puente teórico que permita el tránsito entre dos mundos y realidades, la realidad de las artes escénicas (performativas/vivas) y la de la política pública social -que se encuentran en torno a un interés común en lo social-, con el fin de generar un conocimiento que permita la definición de criterios para el diseño e implementación de políticas públicas que tengan en cuenta enfoques que pueden ser muy útiles para establecer acciones que logren transformar una sociedad deteriorada en aspectos humanos fundamentales1. La investigación es el resultado de un proceso inter y transdisciplinar, donde además del cruce de diferentes disciplinas, se da el entrecruzamiento del espacio del arte y del espacio de lo social, de la política social, expandiéndose el arte y la política, encontrando una dimensión performática de lo social y una dimensión política de las artes performativas, en el campo del arte como factor de transformación social y política.",Acerca de los procesos de reparación en obras performativas
"Pino Franco, Yeny,Sánchez Calle, David",794,"2017, ",http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S1657-80312017000100002&lang=es,"La Escuela de DDHH y Ciudadanía (EDHC), surge como respuesta a las exigencias de las comunidades campesinas en el paro agrario nacional desarrollado en el 2013 (Colombia), donde se visibilizaron territorios con sistemáticas violaciones a los Derechos Humanos, infracciones del Derecho Internacional Humanitario y la falta de diálogo entre Estado y ciudadanía. En este sentido, esta experiencia de formación, cobra especial importancia para el reconocimiento del conflicto, el conflicto armado, el contexto y la diversidad social en los territorios bases para la construcción colectiva de Paz y de sociedad.",Pedagogía y territorio. La experiencia de la Escuela de Derechos Humanos y ciudadanía en el Bajo Cauca Antioqueño
"López, Abel",1922,"2017, ",http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0122-51972017000100082&lang=es,"Resumen Este artículo demuestra que, en la Edad Media, si bien se recurría a la venganza personal y a las guerras privadas para resolver conflictos, a la vez había controles distintos a la violencia. Por esto, Norbert Elias no tiene razón al atribuir a la sociedad medieval una agresividad incontrolada; tampoco la tiene el historiador Marc Bloch al suponer que la violencia era consecuencia de una inestabilidad emocional o de un fondo de primitivismo propio de la Edad Feudal. Se argumenta, por una parte, que desde el siglo XII la progresiva consolidación de las monarquías y una renovada administración de justicia contribuyeron a la reducción de la violencia; y por otra, que ello no impidió que las justicias privadas continuaran con un propósito similar al de la monarquía: la paz por encima del castigo. Y se concluye que esos mismos poderes centralizados, papado y monarquías, promovieron sus propias violencias contra disidentes internos y el Islam: fueron las cruzadas, guerras en extremo violentas. Estas tesis se desarrollan con base en el método historiográfico. Es decir, el contraste entre estudios de ayer y de hoy sobre la violencia en la Edad Media.","Violencia, paz y jusiticia en la Edad Media"
"Vásquez Zárate, Gladys Angélica",312,"2017, ",http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0120-159X2017000100025&lang=es,"Resumen Hijos e Hijas por la identidad y la justicia contra el olvido y el silencio (h.i.j.O.s., Bogotá) es una organización generacional resiliente, integrada por hijos/as que perdieron a sus padres a causa de la violencia sociopolítica que se libró en Colombia al finalizar los años ochenta del siglo xx, luego de haber firmado el respectivo acuerdo de paz entre el Gobierno nacional, y la Unión Patriótica y el Movimiento 19 de abril. Estos hechos de violencia, no reconocidos por el Estado, son la base de una subjetividad política que los moviliza a mantener vigente el legado de sus padres, en el marco de las negociaciones con la guerrilla de las Fuerzas Armadas Revolucionarias de Colombia (farc), para mostrar, con su presencia y con sus prácticas de resistencia, los aprendizajes del pasado, para que no se repitan. En sus prácticas de resistencia la organización h.i.j.o.s. usa su cuerpo de mane ra performativa para la configuración de un contexto de sentido que active la memoria individual y la memoria colectiva de la sociedad colombiana. Mediante esta práctica la memoria se hace ""viva"", al traer con su presencia a los ausentes y, con ello, los hechos de la historia reciente del país de forma alegórica. Los integrantes de h.i.j.o.s. pretenden de venir en padres, con el propósito de mantener su legado vigente, exigir el esclarecimiento de la verdad e intervenir en la transformación de las estructuras de exclusión que dieron origen al conflicto armado en el país. Para exigir el esclarecimiento de la verdad, h.i.j.o.s. interpela al Estado, a los par tidos políticos, a las empresas nacionales y multinacionales y a la iglesia, con el fin de evidenciar las responsabilidades compartidas en el conflicto y las diferentes formas de victimización, no visibilizadas en la Ley de Víctimas -entre ellas los crímenes de Estado-, que requieren ser tenidas en cuenta dentro de las negociaciones del Acuerdo de Paz, para lograr la reconciliación en Colombia.","Devenir en padres: un análisis de las prácticas de resistencia de la organización H.I.J.O.S., Bogotá"
"Romero Leal, Karen Lorena",601,"2017, ",http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0120-159X2017000100161&lang=es,"Resumen En Colombia, a finales de la primera década del siglo XXI, se produjo un auge de literatura testimonial del secuestro, cuyos autores eran políticos, miembros de la Fuerza Pública y extranjeros vinculados a la lucha contra el narcotráfico. Ellos constituyeron un grupo nombrado comúnmente como los ""canjeables"", puesto que su cautiverio respon dió a una estrategia de la guerrilla de las Fuerzas Armadas Revolucionarias de Colombia (farc), establecida durante las negociaciones de paz del Caguán (1998-2002); esta consistía en secuestrar durante largo tiempo a personajes públicos, militares y policías, con el fin de presionar un intercambio humanitario. El artículo se orienta a delinear las condiciones de producción del auge de literatura testimonial del secuestro de los ""canjeables"", en el contexto político y mediático de Colombia, entre el 2002 y el 2010, así como la estrecha relación de la industria editorial globalizada con la publicación de testimonios, difundidos ampliamente en el ámbito internacional. De modo que la principal presunción analítica de este trabajo es que los textos testimoniales son construcciones culturales enmarcadas en un contexto social y cultural específico de producción, y que responden a la manera como se organiza simbólicamente la sociedad. Junto a esto, fue necesario entender cómo el auge de la memoria induce a que se creen productos culturales volcados hacia el pasado y que revelan eventos traumáticos de la historia del conflicto armado en Colombia. La metodo logía consistió en la revisión de fuentes primarias y secundarias escritas y la realización de entrevistas a periodistas y a conocedores del mundo editorial, con la finalidad de establecer un contexto de producción de los libros testimoniales considerados objetos culturales. Uno de los principales hallazgos fue que el auge de la literatura testimonial del secues tro de los ""canjeables"" respondió al clima ideológico del país durante la presidencia de Al varo Uribe Vélez, periodo en el que las farc llegaron a ser el enemigo interno de la nación, por lo cual, los testimonios que denunciaron sus crímenes tuvieron un eco masivo en los medios informativos de carácter privado y, en general, en la opinión pública colombiana.",Condiciones de producción de un boom de literatura testimonial del secuestro en Colombia
"Folquer, Cynthia",1333,"2017, ",http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0185-39292017000200127&lang=es,"Resumen: El epistolario de Elmina Paz de Gallo, que aquí analizo, permite una aproximación al mundo conventual decimonónico, a las relaciones entre las religiosas, su cotidianidad en los asilos-conventos, la construcción de la identidad religiosa, a la intimidad, las emociones, en definitiva se aborda una “escritura del alma”. Presenta la vida de Elmina Paz, el contexto educativo del Tucumán decimonónico, las prácticas de lectura y escritura conventual y una selección de cartas agrupadas en torno a tres ejes: cuidado de la vida, intimidad y exhortación.","Cuidar, exhortar y abrir el corazón: el epistolario de Elmina Paz de Gallo, Tucumán, Argentina (segunda mitad del siglo XIX)"
"Romero Ramírez, Herman Arcenio,Paz Sánchez, Carlos Emilio,Correa Asanza, Katherine",0,"2017, ",http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S2218-36202017000200017&lang=es,"El desarrollo de la asistencia en la formación del profesional de enfermería se concibe con un enfoque pedagógico, social y cultural. Mediante programas docentes diseñados desde la universidad se trabaja para lograr un desempeño del graduado, reflejo del comportamiento ético y epistémico, de las relaciones interpersonales en el proceso salud-enfermedad. El objetivo del presente artículo es sistematizar un enfoque teórico que sirva de referente para diseñar programas basados en los principios didácticos generales, la educación en el trabajo y la relación teórico- práctica en enfermería. La relación docencia-asistencia-investigación, a partir de la integración del sistema docente educativo permite la formación de profesionales competentes. La propuesta metodológica se basa en la experiencia profesional de los autores en la educación superior de la enfermería. Se realiza la revisión bibliográfica, se emplean métodos teóricos y empíricos, técnicas participativas. El resultado obtenido se relaciona con el perfeccionamiento de la formación integral universitaria, el enriquecimiento teórico y práctico en los cuidados de salud del paciente, la familia y la comunidad.",PROGRAMA PARA EL DESARROLLO DE LA ASISTENCIA EN EL PROCESO DE FORMACIÓN DEL PROFESIONAL DE ENFERMERÍA
"Pérez Gómez, Norcaby,Véliz Rodríguez, Maybely,Arteaga González, Susana R.",0,"2017, ",http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S2218-36202017000200013&lang=es,"La Educación para la Paz constituye una herramienta fundamental para contribuir a la formación de una cultura de paz, cuyo principio básico está en la dignidad de cada individuo. El presente trabajo tiene como propósito proponer un sistema de formación continua de los docentes de ciencias sociales para el desarrollo de la Educación para la Paz en las escuelas pedagógicas. Para tal fin se parte de los fundamentos de la formación de los docentes como vía de desarrollo de su actividad creadora, se asume una concepción del término Educación para la Paz y se especifican los fundamentos teóricos y metodológicos de los que necesita apropiarse este docente. La construcción del sistema se realiza desde la utilización de las técnicas de la metodología cualitativa y particularmente la investigación acción cooperativa. La implementación del sistema permite apropiarse de nuevos contenidos y, la identificación con la temática como punto de partida para proyectar su práctica educativa y enfrentar las manifestaciones contrarias a la paz en los diferentes espacios educativos de las escuelas pedagógicas.",SISTEMA DE FORMACIÓN CONTINUA PARA EL DESARROLLO DE LA EDUCACIÓN PARA LA PAZ
"Nardin, Santiago",169,"2017, ",http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S1514-68712017000200027&lang=es,"En este artículo revisamos la construcción identitaria en una cooperativa del Programa Argentina Trabaja ligada a un movimiento de trabajadores desocupados, desde la experiencia de sus integrantes, interesados en las tensiones que atraviesan su constitución. Alteridad y distinción serán nociones centrales de este trabajo, ligadas a dos fenómenos que estructuran la experiencia de las fracciones marginalizadas: los procesos de organización colectiva y de diferenciación social. Ambas remiten a dinámicas de construcción identitarias (grupales e individuales) alrededor de las cuales se organizan pautas legítimas de acción y sociabilidad. Sugeriremos que una y otra constituyen lógicas diferenciales de demarcación de fronteras subjetivas que entran en tensión con la definición de los criterios de pertenencia a la cooperativa y al movimiento, y que por lo tanto inciden en la configuración de la politicidad popular.",Como echarle agua al mar: alteridad y distinción en la construcción identitaria de un movimiento de trabajadores desocupados
"Chuquimarca, Rosario del Carmen,Paz Sánchez, Carlos Emilio,Romero Ramírez, Herman Arcenio",0,"2017, ",http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S2218-36202017000200023&lang=es,"La comunicación es un generador de potencialidades para el ser humano, razón que obliga a revisar su trascendencia en la educación debido a sus exigencias en materia de facilidad para adquirir nuevos conocimientos. Su valor en el fortalecimiento y desarrollo del sentido crítico del alumno, conlleva a la sistematización de sus ventajas en aras de socializar experiencias y visiones para beneficio de la comunidad educativa. Con ese objetivo se elabora esta ponencia para estudiar los nexos de la comunicación docente, la funcionalidad de las técnicas que emplea y profundizar en los principios como condición para ser un profesor del siglo XXI, donde todo se inscribe en una ecología comunicativa. La metodología empleada fue la revisión bibliográfica y la crítica con vista a contextualizar el aprendizaje autodirigido en el ámbito de la comunicación docente. Los resultados obtenidos revelan la necesidad de incrementar el rol de facilitador del docente sustentado en una cultura de la comunicación; la comunicación docente es un requisito para transformar al alumno en sujeto de su aprendizaje y evaluador de su avance, las técnicas comunicativas: entrevista y encuesta, se erigen como herramientas de alto valor para gestar una conciencia comunicativa.","LA CULTURA DE LA COMUNICACIÓN, UNA CONDICIÓN DEL PROFESOR DEL SIGLO XXI"
"Zabala Sandoval, Juan David",135,"2017, ",http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S1692-58582017000100107&lang=es,"RESUMEN El presente texto plantea una investigación de tipo descriptiva que busca analizar y evidenciar procesos de construcción de televidencias, entendidas como estrategias de videncia que se estructuran con respecto a las pertenencias grupales e institucionales de los sujetos a partir de un enfoque cualitativo de relatos de vida y entrevistas a profundidad. Se encontró que hay una cercanía a las trayectorias vitales y la instauración de prácticas y pactos de videncia televisiva, lo que llevó a identificar dos televidencias principales, la concerniente al entretenimiento y la respectiva al consumo de información noticiosa. Además, se muestra que la televisión tiene un papel central en el establecimiento de jerarquías familiares y en el planteamiento de restricciones y rituales. Finalmente, las estrategias de videncia conllevaron a la toma de postura de los sujetos frente al medio televisivo y sus contenidos y programaciones, lo que dio origen a procesos reflexivos y autoreflexivos base de elaboraciones subjetivas y negociaciones intersubjetivas con la pantalla audiovisual.",Trayectos de vida y construcción de televidencias. Un estudio a la luz del análisis crítico de recepción
"Morales, Susana,Echávarri, Orietta,Barros, Jorge,Maino, María de la Paz,Armijo, Iván,Fischman, Ronit,Núñez, Catalina,Moya, Claudia,Monari, Marietta",4724,"2017, ",http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-22282017000100006&lang=es,"Se estudió la relación entre estilo de vivencia depresiva, satisfacción familiar, malestar en las relaciones interpersonales y conducta suicida en 405 consultantes a salud mental en la Región Metropolitana, Chile, a través de una muestra intencionada. Se clasificaron en: intento de suicidio de alta gravedad, intento de suicidio de baja gravedad, ideación suicida y sin conducta suicida. Se utilizaron los instrumentos DEQ, OQ-45.2, APGAR, RFL, Escala de Riesgo-Rescate y Escala de Intención Suicida. Se realizaron ANOVA, ?2 y modelos de mediación y moderación de procesos condicionales. El grupo con intento suicida de alta gravedad mostró una predominancia del estilo dependiente. Hubo una alta presencia del estilo autocrítico en la muestra total, especialmente en el grupo con ideación suicida. Los grupos con riesgo suicida presentaron mayores índices disfuncionales de malestar interpersonal y una mayor percepción de disfuncionalidad familiar grave que el grupo sin conducta suicida. La satisfacción con el funcionamiento familiar mostró un efecto en la intencionalidad de morir al momento del intento de suicidio. Estos resultados subrayan la importancia del funcionamiento familiar y las relaciones interpersonales en el riesgo suicida.","Intento e Ideación Suicida en Consultantes a Salud Mental: Estilos Depresivos, Malestar Interpersonal y Satisfacción Familiar"
"Arruda Teo, Carla Rosane Paz,Gallina, Luciara Souza,Busato, Maria Assunta,Cibulski, Taíne Paula,Becker, Tamara",11154,"2017, ",http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1981-77462017000100245&lang=es,"Resumen La incorporación de la perspectiva de los derechos y la ciudadanía a las políticas públicas de alimentación y nutrición pasa por la práctica social de los actores involucrados con la concreción de estas políticas. El objetivo del estudio aquí presentado fue comprender las percepciones y las prácticas de nutricionistas sobre el derecho humano a la alimentación adecuada en el ámbito de su actuación profesional en el Programa Nacional de Alimentación Escolar. El estudio, realizado en 2014, fue de naturaleza cualitativa, y la recolección de datos, realizada por un grupo focal. Participaron 11 nutricionistas de municipios de la Mesoregión Oeste Catarinense (Brasil). Las respuestas se grabaron, se transcribieron y se analizaron según la técnica de análisis de contenido temático. Los resultados indicaron que los participantes tenían una percepción abarcativa sobre el derecho humano a la alimentación adecuada, en diferentes dimensiones y relaciones con los aspectos inherentes a la misma. Las nutricionistas destacaron la importancia y el desafío de la actuación intersectorial, articulada a la comunidad. Sin embargo, pareció haber una limitación al trabajo en equipo y a la interlocución con las familias, posiblemente por la fragilidad del soporte teórico-metodológico y político para intervenir en ese campo. Las percepciones abarcativas de las nutricionistas, pero poco fundamentadas teórica y políticamente sobre el derecho humano a la alimentación adecuada, pusieron de manifiesto el desafío a ser enfrentado en la formación profesional, tanto en el pregrado como en la educación permanente.",DIREITO HUMANO À ALIMENTAÇÃO ADEQUADA: PERCEPÇÕES E PRÁTICAS DE NUTRICIONISTAS A PARTIR DO AMBIENTE ESCOLAR
"Paz Martín, Sarah,Acosta Damas, Maribel,Costales Pérez, Zenaida",0,"2017, ",http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S2411-99702017000100007&lang=es,"Cuba participa de una de las mayores contradicciones de este siglo: la existencia de una sociedad más marcada que nunca por la actividad científica y, sin embargo, poco conocedora de ella. A partir del empleo de métodos y técnicas como la investigación bibliográfico-documental, el análisis de contenido y la entrevista semiestructurada, este artículo propone un acercamiento a los rasgos de los programas televisivos cubanos sobre ciencia, entre los que se destaca su escasez y el tratamiento deficiente de los temas",La ciencia en los programas televisivos cubanos
